date;ticker;ALPHA_OVERRIDABLE;ASSET_CVRG_RATIO;BB_1YR_DEFAULT_PROB;BB_2Y_DEFAULT_PROB;BB_3Y_DEFAULT_PROB;BB_4Y_DEFAULT_PROB;BB_5Y_DEFAULT_PROB;BEST_ANALYST_RATING;BEST_BPS;BEST_CPS;BEST_CUR_EV_TO_EBITDA;BEST_EBIT;BEST_EBITDA;BEST_EPS;BEST_EPS_GAAP;BEST_EPS_MEDIAN;BEST_EPS_NUMEST;BEST_NET_DEBT;BEST_NET_INCOME;BEST_OPP;BEST_PEG_RATIO;BEST_PE_RATIO_GAAP;BEST_ROE;BEST_SALES;BEST_TARGET_PRICE;BETA_ADJ_OVERRIDABLE;BETA_STD_DEV_ERR_OVERRIDABLE;BLOOMBERG_ISSUER_DEFAULT_SCORE;CAPITAL_EXPEND;CAP_EXPEND_RATIO;CASH_RATIO;CFO_TO_AVG_CURRENT_LIABILITIES;CF_CASH_FROM_OPER;CF_FREE_CASH_FLOW;COUNTRY_RISK_DIVIDEND_YIELD;COUNTRY_RISK_GROWTH_RATE;COUNTRY_RISK_MARKET_RETURN;COUNTRY_RISK_PAYOUT_RATIO;COUNTRY_RISK_PREMIUM;CUR_RATIO;DEBT_TO_MKT_CAP;EARN_FOR_COMMON;EBITDA;EBITDA_TO_INTEREST_EXPN;EBITDA_TO_REVENUE;EBIT_TO_INT_EXP;ENTERPRISE_VALUE;EQY_FLOAT;EQY_REC_CONS;EQY_WEIGHTED_AVG_PX;EST_PE_CUR_YR;EV_TO_T12M_SALES;FCF_TO_TOTAL_DEBT;FREE_CASH_FLOW_YIELD;GROSS_MARGIN;GROSS_PROFIT;HISTORICAL_MARKET_CAP;IS_DIL_EPS_CONT_OPS;LONG_TERM_PRICE_EARNINGS_RATIO;NET_DEBT;NET_DEBT_TO_CASHFLOW;NET_DEBT_TO_EBITDA;NET_INCOME_TO_COMMON_MARGIN;NUM_TRADES;PE_RATIO;PRICE_TO_COMPARABLE_EPS;PX_ASK;PX_BID;PX_ERN_RATIO_WITH_LOW_CLOS_PX;PX_HIGH;PX_LAST;PX_LOW;PX_MID;PX_OFFICIAL_CLOSE;PX_OPEN;PX_TO_CASH_FLOW;PX_TO_EBITDA;PX_TO_EPS_BEFORE_ABNORMAL_ITEMS;PX_TO_FREE_CASH_FLOW;PX_TO_SALES_RATIO;PX_TO_TANG_BV_PER_SH;PX_VOLUME;QUICK_RATIO;REL_SHR_PX_MOMENTUM;RISK_PREMIUM;RSK_BB_IMPLIED_CDS_SPREAD;SALES_GROWTH;SALES_REV_TURN;SHORT_AND_LONG_TERM_DEBT;T12M_DIL_PE_CONT_OPS;TOTAL_DEBT_TO_EV;TOT_ANALYST_REC;TOT_BUY_REC;TOT_DEBT_TO_COM_EQY;TOT_DEBT_TO_TOT_ASSET;TOT_HOLD_REC;TOT_SELL_REC;VAR_SWAP_12M_LV;VOLATILITY_20D;VOLATILITY_260D;VOLATILITY_30D;VOLATILITY_360D;VOLATILITY_90D;VWAP_VOLUME;WACC_COST_DEBT;WACC_COST_EQUITY;Variavel_resposta
19/01/2010 00:00;AMZN US Equity;0,1675;13,6285;0,00003069;0,000737278;0,002443979;0,004685298;0,007204662;4,171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146,4;1,0618;0,0589;2;-137;19,0511;0,8645;0,5437;2610;2473;1,8697;10,0543;10,1938;29,691;6,5019;1,3304;0,0071;384;588;73,5;6,1771;59,5;53753,88;335,37;4,171;126,5702;0;2,1933;7,4275;5,207;20,7585;1976;59726,88;0,8514;240,5664;-5973;-1,8144;-3,9348;4,034;0;60,7846;62,8621;127,61;127,47;60,7846;128;127,61;124,33;127,54;0;126,2;17,0066;36,503;59,4566;19,2051;2,2612;14,0837;8900116;0,9986;30,225;6,6138;16;41,9899;9519;393;60,7846;0,0073;35;22;7,4757;2,8451;12;1;0;29,943;50,109;29,057;62,352;51,667;8843046;3,2031;10,4506;
20/01/2010 00:00;AMZN US Equity;0,1666;13,6285;0,000031381;0,000746227;0,002464243;0,00471598;0,007242866;4,171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148,15;1,0619;0,0588;2;-137;19,0511;0,8645;0,5437;2610;2473;1,8933;10,0935;10,2227;29,6839;6,5753;1,3304;0,0072;384;588;73,5;6,1771;59,5;53753,88;335,37;4,171;126,5652;0;2,1933;7,4275;5,2827;20,7585;1976;59726,88;0,8514;237,1166;-5973;-1,8144;-3,9348;4,034;0;59,9129;61,9606;125,78;125,76;59,9129;129,2;125,78;125,08;125,77;0;127,13;16,7627;35,9796;58,604;18,9297;2,2288;13,8818;9081533;0,9986;29,696;6,6138;16;41,9899;9519;393;59,9129;0,0073;35;22;7,4757;2,8451;12;1;0;27,34;50,121;28,482;62,343;51,767;9050775;3,2031;10,4506;
21/01/2010 00:00;AMZN US Equity;0,1717;13,6285;0,000030006;0,000727748;0,002421501;0,004650167;0,007159859;4,171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148,15;1,0606;0,0587;2;-137;19,0511;0,8645;0,5437;2610;2473;1,933;10,132;10,3015;29,6674;6,7156;1,3304;0,0072;384;588;73,5;6,1771;59,5;53753,88;335,37;4,171;126,4699;0;2,1933;7,4275;5,2477;20,7585;1976;59726,88;0,8514;238,7001;-5973;-1,8144;-3,9348;4,034;0;60,313;62,3744;126,69;126,58;60,313;128,15;126,62;125;126,635;0;127,26;16,8746;36,2198;58,9954;19,0561;2,2436;13,9745;9976146;0,9986;29,669;6,6138;16;41,9899;9519;393;60,313;0,0073;35;22;7,4757;2,8451;12;1;0;27,311;50,017;28,604;62,252;51,723;9961104;3,2031;10,4506;
22/01/2010 00:00;AMZN US Equity;0,1681;13,6285;0,000033124;0,000768372;0,002514097;0,004791253;0,007336439;4,171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148,15;1,0617;0,0586;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9766;10,0607;10,3804;29,6641;6,7732;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;335,37;4,171;124,1121;0;2,1933;7,4275;5,472;20,7585;1976;59726,88;0,8514;228,9161;-5973;-1,8144;-3,9348;4,034;0;57,8409;59,8177;121,43;121,41;57,8409;127,67;121,43;120,76;121,42;0;125,6;16,183;34,7352;56,5772;18,275;2,1517;13,4017;11577818;0,9986;28,922;6,6138;16;41,9899;9519;393;57,8409;0,0073;35;22;7,4757;2,8451;12;1;0;25,97;49,726;30,503;62,328;52,312;11536410;3,2031;10,4506;
25/01/2010 00:00;AMZN US Equity;0,171;13,6285;0,000034375;0,000784376;0,002550465;0,004846717;0,007405955;4,171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149,588;1,066;0,0583;2;-137;19,0511;0,8645;0,5437;2610;2473;1,968;10,0146;10,4284;29,6053;6,8019;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;335,37;4,171;119,8294;0;2,1933;7,4275;5,5229;20,7585;1976;59726,88;0,8514;226,8047;-5973;-1,8144;-3,9348;4,034;0;57,3074;59,266;120,36;120,27;57,3074;122,28;120,31;118,12;120,315;0;122,1;16,0337;34,4149;56,0554;18,1064;2,1318;13,2781;12031053;0,9986;28,572;6,6138;18;41,9899;9519;393;57,3074;0,0073;35;22;7,4757;2,8451;12;1;0;25,94;49,726;28,756;62,33;50,594;12016621;3,2031;10,4506;
26/01/2010 00:00;AMZN US Equity;0,179;13,6285;0,000034751;0,000789127;0,002561203;0,004863038;0,007426365;4,083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146,895;1,0682;0,0582;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9765;9,9902;10,4436;29,6092;6,8248;1,3304;0,0076;384;588;73,5;6,1771;59,5;53753,88;335,37;4,083;120,9085;0;2,1933;7,4275;5,5613;20,7585;1976;59726,88;0,8514;225,24;-5973;-1,8144;-3,9348;4,034;0;56,912;58,8571;119,48;119,29;56,912;122,98;119,48;119,061;119,385;0;120,56;15,9231;34,1774;55,6687;17,9815;2,1171;13,1865;9567607;0,9986;28,502;6,6138;18;41,9899;9519;393;56,912;0,0073;36;22;7,4757;2,8451;12;2;0;25,407;49,338;28,728;62,324;50,613;9508967;3,2031;10,4506;
27/01/2010 00:00;AMZN US Equity;0,1831;13,6285;0,000031725;0,000750257;0,002472828;0,004728314;0,007257585;4,139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148,211;1,0685;0,0581;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9657;9,9818;10,4415;29,6025;6,7936;1,3304;0,0074;384;588;73,5;6,1771;59,5;53753,88;335,37;4,139;121,6402;0;2,1933;7,4275;5,4131;20,7585;1976;59726,88;0,8514;231,4045;-5973;-1,8144;-3,9348;4,034;0;58,4696;60,468;122,86;122,85;58,4696;123,33;122,75;118,8;122,855;0;121,03;16,3589;35,1128;57,1922;18,4737;2,1751;13,5474;14765273;0,9986;27,954;6,6138;17;41,9899;9519;393;58,4696;0,0073;36;23;7,4757;2,8451;11;2;0;28,406;49,078;29,677;62,333;50,77;14745508;3,2031;10,4506;
28/01/2010 00:00;AMZN US Equity;0,1905;13,6285;0,000048733;0,000946545;0,002901699;0,005366785;0,008044717;4,139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148,9;1,0673;0,0582;3;-137;19,0511;0,8645;0,5437;2610;2473;1,9953;10,1121;10,5553;29,6189;6,9209;1,3304;0,0072;384;588;73,5;6,1771;59,5;53753,88;335,37;4,139;125,2856;0;2,1933;7,4275;5,2722;20,7585;1976;59726,88;0,8514;237,5879;-5973;-1,8144;-3,9348;4,034;0;60,032;62,0837;125,99;125,65;60,032;127,2;126,03;122,8;125,82;0;124,43;16,796;36,0511;58,7205;18,9673;2,2332;13,9094;27293062;0,9986;27,616;6,6138;21;41,9899;9519;393;60,032;0,0073;36;23;7,4757;2,8451;11;2;0;30,289;49,132;30,813;62,319;50,921;27240651;3,2031;10,4506;
29/01/2010 00:00;AMZN US Equity;0,1979;13,6285;0,000049109;0,000950483;0,002910046;0,005379029;0,00805968;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,63;1,0678;0,0581;3;-137;19,0511;0,8645;0,5437;2610;2473;2,0135;10,0374;10,6115;29,6018;7,0271;1,3304;0,0072;384;588;73,5;6,1771;59,5;53753,88;335,37;4,25;128,4153;0;2,1933;7,4275;5,2983;20,7585;1976;59726,88;0,8514;236,4191;-5973;-1,8144;-3,9348;4,034;0;59,7367;61,7783;125,32;125,25;59,7367;131,85;125,41;124,14;125,285;0;129,77;16,7134;35,8737;58,4316;18,874;2,2222;13,8409;29478976;0,9986;27,37;6,6138;22;41,9899;9519;393;59,7367;0,0073;36;24;7,4757;2,8451;11;1;0;30,022;48,683;30,561;62,309;50,659;29418782;3,2031;10,4506;
01/02/2010 00:00;AMZN US Equity;0,1883;13,6285;0,000035526;0,000790469;0,002553375;0,004837792;0,007382096;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,63;1,0657;0,0583;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9839;10,5565;10,7514;29,491;7,1013;1,3304;0,0074;384;588;73,5;6,1771;59,5;53753,88;346,934;4,25;117,7354;0;2,1933;7,4275;5,5898;20,7585;1976;59726,88;0,8514;224,0901;-5973;-1,8144;-3,9348;4,034;0;56,6215;58,5567;118,83;118,68;56,6215;124,86;118,87;113,82;118,755;0;123,18;15,8418;34,0029;55,3845;17,8897;2,1063;13,1191;37774317;0,9986;27,17;6,6138;20;41,9899;9519;393;56,6215;0,0073;36;24;7,4757;2,8451;11;1;0;35,245;48,862;34,298;62,483;51,495;37639229;3,2031;10,4506;
02/02/2010 00:00;AMZN US Equity;0,1837;13,6285;0,000035954;0,000796376;0,002567486;0,004860218;0,00741109;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,63;1,0649;0,0583;2;-137;19,0511;0,8645;0,5437;2610;2473;1,962;10,8765;10,876;29,4921;7,2355;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;346,934;4,25;116,5371;0;2,1933;7,4275;5,6253;20,7585;1976;59726,88;0,8514;222,6762;-5973;-1,8144;-3,9348;4,034;0;56,2642;58,1872;118,12;118,09;56,2642;118,98;118,12;114,4;118,105;0;118,79;15,7418;33,7884;55,035;17,7769;2,093;13,0364;23084986;0,9986;26,914;6,6138;20;41,9899;9519;393;56,2642;0,0073;36;24;7,4757;2,8451;11;1;0;34,925;48,848;34,017;62,464;51,509;23050031;3,2031;10,4506;
03/02/2010 00:00;AMZN US Equity;0,1862;13,6285;0,000034413;0,000777151;0,002524027;0,004794063;0,007328211;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,63;1,0647;0,0583;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9719;10,8929;10,9393;29,4772;7,2345;1,3304;0,0074;384;588;73,5;6,1771;59,5;53753,88;346,934;4,25;118,2742;0;2,1933;7,4275;5,579;20,7585;1976;59726,88;0,8514;224,5236;-5973;-1,8144;-3,9348;4,034;0;56,731;58,67;119,1;119,09;56,731;119,61;119,1;116,56;119,095;0;117,12;15,8725;34,0687;55,4916;17,9243;2,1104;13,1445;12409012;0,9986;26,626;6,6138;19;41,9899;9519;393;56,731;0,0073;36;24;7,4757;2,8451;11;1;0;35,056;48,839;32,359;62,404;51,399;12369956;3,2031;10,4506;
04/02/2010 00:00;AMZN US Equity;0,1873;13,6285;0,000035192;0,000786216;0,002543646;0,004822841;0,007363228;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,63;1,0642;0,0581;2;-137;19,0511;0,8645;0,5437;2610;2473;2,0381;10,9362;11,0901;29,493;7,4843;1,3304;0,0076;384;588;73,5;6,1771;59,5;53753,88;346,934;4,25;117,1599;0;2,1933;7,4275;5,7311;20,7585;1976;59726,88;0,8514;218,5665;-5973;-1,8144;-3,9348;4,034;0;55,2258;57,1133;116;115,97;55,2258;120,33;115,94;115,74;115,985;0;118,64;15,4513;33,1648;54,0193;17,4488;2,0544;12,7958;12783912;0,9986;26,4;6,6138;20;41,9899;9519;393;55,2258;0,0073;36;24;7,4757;2,8451;11;1;0;35,702;48,877;32,893;62,447;51,582;12740341;3,2031;10,4506;
05/02/2010 00:00;AMZN US Equity;0,1872;13,6285;0,000034481;0,000777574;0,002524428;0,004793988;0,007327465;4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,63;1,065;0,0582;2;-137;19,0511;0,8645;0,5437;2610;2473;2,0376;10,8732;11,1059;29,48;7,5405;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;346,934;4,25;116,0624;0;2,1933;7,4275;5,6603;20,7585;1976;59726,88;0,8514;221,3;-5973;-1,8144;-3,9348;4,034;0;55,9165;57,8276;117,4;117,39;55,9165;117,65;117,39;114,1;117,395;0;115,88;15,6446;33,5796;54,6949;17,667;2,0801;12,9558;11027086;0,9986;26,066;6,6138;19;41,9899;9519;393;55,9165;0,0073;36;24;7,4757;2,8451;11;1;0;34,168;48,807;30,597;62,45;51,59;10978950;3,2031;10,4506;
08/02/2010 00:00;AMZN US Equity;0,1837;13,6285;0,000033555;0,000765562;0,002496752;0,004751284;0,007273434;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,229;1,0639;0,0581;2;-137;19,0511;0,8645;0,5437;2610;2473;2,0567;10,898;11,1428;29,4739;7,5831;1,3304;0,0076;384;588;73,5;6,1771;59,5;53753,88;346,934;4,306;118,6428;0;2,1933;7,4275;5,6874;20,7585;1976;59726,88;0,8514;220,2443;-5973;-1,8144;-3,9348;4,034;0;55,6497;57,5517;116,83;116,75;55,6497;121;116,83;116,56;116,79;0;119,375;15,5699;33,4194;54,434;17,5827;2,0702;12,894;9898391;0,9986;26,218;6,6138;20;41,9899;9519;393;55,6497;0,0073;36;25;7,4757;2,8451;10;1;0;33,474;48,684;30,589;62,379;51,541;9877303;3,2031;10,4506;
09/02/2010 00:00;AMZN US Equity;0,1796;13,6285;0,000032992;0,000758543;0,002480991;0,004727487;0,007243825;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,229;1,0634;0,058;2;-137;19,0511;0,8645;0,5437;2610;2473;2,0314;10,8778;11,1027;29,4657;7,4578;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;346,934;4,306;118,246;0;2,1933;7,4275;5,6296;20,7585;1976;59726,88;0,8514;222,5065;-5973;-1,8144;-3,9348;4,034;0;56,2213;58,1429;118,06;118,03;56,2213;119,09;118,03;117;118,045;0;118,2;15,7299;33,7627;54,9931;17,7633;2,0914;13,0264;9227158;0,9986;26,615;6,6138;20;41,9899;9519;393;56,2213;0,0073;36;25;7,4757;2,8451;10;1;0;33,259;48,677;30,765;62,373;51,334;9202120;3,2031;10,4506;
10/02/2010 00:00;AMZN US Equity;0,1786;13,6285;0,000031128;0,000733857;0,0024238;0,00463909;0,007131897;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,229;1,0635;0,058;2;-137;19,0511;0,8645;0,5437;2610;2473;2,0373;10,6952;11,0447;29,4946;7,355;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;346,934;4,306;117,3057;0;2,1933;7,4275;5,6617;20,7585;1976;59726,88;0,8514;221,2434;-5973;-1,8144;-3,9348;4,034;0;55,9022;57,8128;117,32;117,31;55,9022;118,61;117,36;116;117,315;0;118;15,6406;33,571;54,6809;17,6625;2,0796;12,9525;6236250;0,9986;26,9;6,6138;20;41,9899;9519;393;55,9022;0,0073;36;25;7,4757;2,8451;10;1;0;32,532;45,978;30,7;62,343;51,281;6212896;3,2031;10,4506;
11/02/2010 00:00;AMZN US Equity;0,1807;13,6285;0,000029959;0,000718815;0,002389702;0,00458743;0,00706751;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,229;1,0638;0,0579;2;-137;19,0511;0,8645;0,5437;2610;2473;2,0186;10,716;10,9901;29,5132;7,2746;1,3304;0,0074;384;588;73,5;6,1771;59,5;53753,88;346,934;4,306;118,935;0;2,1933;7,4275;5,533;20,7585;1976;59726,88;0,8514;226,39;-5973;-1,8144;-3,9348;4,034;0;57,2026;59,1576;120,25;120,12;57,2026;120,42;120,09;116,5;120,185;0;117,21;16,0044;34,3519;55,9529;18,0733;2,1279;13,2538;8344469;0,9986;27,734;6,6138;19;41,9899;9519;393;57,2026;0,0073;36;25;7,4757;2,8451;10;1;0;33,919;45,879;31,503;62,327;51,316;8292771;3,2031;10,4506;
12/02/2010 00:00;AMZN US Equity;0,1841;13,6285;0,000030138;0,000721139;0,002394981;0,004595436;0,007077496;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,229;1,0642;0,0579;2;-137;19,0511;0,8645;0,5437;2610;2473;2,0212;10,7221;10,9782;29,4667;7,2854;1,3304;0,0074;384;588;73,5;6,1771;59,5;53753,88;346,934;4,306;118,9746;0;2,1933;7,4275;5,5529;20,7585;1976;59726,88;0,8514;225,5793;-5973;-1,8144;-3,9348;4,034;0;56,9978;58,9458;119,81;119,66;56,9978;119,94;119,66;117,5;119,735;0;118,99;15,9471;34,2289;55,7525;18,0086;2,1203;13,2063;8075533;0,9986;27,655;6,6138;19;41,9899;9519;393;56,9978;0,0073;36;25;7,4757;2,8451;10;1;0;33,915;45,736;31,347;62,273;51,194;8024738;3,2031;10,4506;0
16/02/2010 00:00;AMZN US Equity;0,1837;13,6285;0,000031043;0,000732654;0,002420904;0,004634488;0,007125953;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,229;1,0608;0,058;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9829;10,1503;10,7191;29,471;7,0622;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;346,934;4,306;118,1848;0;2,1933;7,4275;5,6535;20,7585;1976;59726,88;0,8514;221,5639;-5973;-1,8144;-3,9348;4,034;0;55,9832;57,8966;117,53;117,36;55,9832;120,5;117,53;117,18;117,445;0;120,06;15,6632;33,6196;54,7601;17,6881;2,0826;12,9712;8938494;0,9986;28,96;6,6138;21;41,9899;9519;393;55,9832;0,0073;36;25;7,4757;2,8451;10;1;0;34,224;45,577;31,623;62,226;51,053;8897440;3,2031;10,4506;1
17/02/2010 00:00;AMZN US Equity;0,1804;13,6285;0,000031587;0,000739574;0,002436533;0,004658125;0,007155382;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,108;1,0606;0,058;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9744;10,1777;10,6193;29,4753;6,8886;1,3304;0,0076;384;588;73,5;6,1771;59,5;53753,88;346,934;4,306;116,2269;0;2,1933;7,4275;5,7128;20,7585;1976;59726,88;0,8514;219,264;-5973;-1,8144;-3,9348;4,034;0;55,402;57,2956;116,31;116,29;55,402;117,13;116,31;115,55;116,3;0;117,075;15,5006;33,2706;54,1917;17,5044;2,061;12,8366;8947449;0,9986;29,386;6,6138;21;41,9899;9519;393;55,402;0,0073;36;25;7,4757;2,8451;10;1;0;34,085;45,485;31,503;62,218;51,066;8902406;3,2031;10,4506;1
18/02/2010 00:00;AMZN US Equity;0,1816;13,6285;0,000030804;0,000729587;0,002413965;0,004623984;0,007112868;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,108;1,0607;0,0579;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9651;10,2192;10,5775;29,459;6,7764;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;346,934;4,306;116,8;0;2,1933;7,4275;5,6272;20,7585;1976;59726,88;0,8514;222,6008;-5973;-1,8144;-3,9348;4,034;0;56,2452;58,1675;118,17;118,08;56,2452;118,51;118,08;114,82;118,125;0;115,839;15,7365;33,777;55,0164;17,7708;2,0923;13,0319;9807497;0,9986;30,361;6,6138;21;41,9899;9519;393;56,2452;0,0073;36;25;7,4757;2,8451;10;1;0;34,61;45,229;31,787;62,219;51,111;9623213;3,2031;10,4506;1
19/02/2010 00:00;AMZN US Equity;0,1799;13,6285;0,000031048;0,000732714;0,002421041;0,004634696;0,007126212;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,108;1,0607;0,0578;2;-137;19,0511;0,8645;0,5437;2610;2473;1,965;10,2136;10,561;29,4506;6,7884;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;346,934;4,306;117,8665;0;2,1933;7,4275;5,654;20,7585;1976;59726,88;0,8514;221,5451;-5973;-1,8144;-3,9348;4,034;0;55,9784;57,8916;117,5;117,45;55,9784;119,09;117,52;117;117,475;0;117,91;15,6619;33,6168;54,7555;17,6866;2,0824;12,9701;7117494;0,9986;30,104;6,6138;21;41,9899;9519;393;55,9784;0,0073;36;25;7,4757;2,8451;10;1;0;31,257;45,234;31,522;62,204;50,949;7031321;3,2031;10,4506;1
22/02/2010 00:00;AMZN US Equity;0,1819;13,6285;0,000029971;0,000718368;0,002387851;0,00458357;0,007061672;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,108;1,0586;0,0578;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9675;10,317;10,5904;29,4656;6,7949;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;346,928;4,306;117,8172;0;2,1933;7,4275;5,6305;20,7585;1976;59726,88;0,8514;222,4688;-5973;-1,8144;-3,9348;4,034;0;56,2118;58,133;118,14;118,01;56,2118;118,97;118,01;116,18;118,075;0;117,37;15,7272;33,7569;54,9838;17,7603;2,0911;13,0242;6809386;0,9986;30,101;6,6138;21;41,9899;9519;393;56,2118;0,0073;36;25;7,4757;2,8451;10;1;0;31,184;44,901;30,212;61,653;50,918;6799982;3,2031;10,4506;1
23/02/2010 00:00;AMZN US Equity;0,1829;13,6285;0,000030301;0,000722625;0,002397514;0,004598219;0,007079934;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,108;1,0584;0,0579;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9939;10,3134;10,6392;29,4559;6,9559;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;348,928;4,306;117,6907;0;2,1933;7,4275;5,6675;20,7585;1976;59726,88;0,8514;221,0172;-5973;-1,8144;-3,9348;4,034;0;55,845;57,7537;117,31;117,25;55,845;119,25;117,24;116,51;117,28;0;118,01;15,6246;33,5367;54,625;17,6444;2,0774;12,9392;7069011;0,9986;30,306;6,6138;21;41,9899;9519;393;55,845;0,0073;36;25;7,4757;2,8451;10;1;0;31,174;44,888;29,576;61,401;50,757;7041796;3,2031;10,4506;1
24/02/2010 00:00;AMZN US Equity;0,1847;13,6285;0,000027504;0,000684733;0,002309508;0,004462585;0,006908741;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,108;1,0587;0,0578;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9728;10,3038;10,6368;29,4469;6,9458;1,3304;0,0074;384;588;73,5;6,1771;59,5;53753,88;348,928;4,306;118,7183;0;2,1933;7,4275;5,5501;20,7585;1976;59726,88;0,8514;225,6924;-5973;-1,8144;-3,9348;4,034;0;57,0263;58,9754;119,72;119,7;57,0263;119,8;119,72;117,15;119,71;0;117,96;15,9551;34,2461;55,7805;18,0176;2,1214;13,2129;7393039;0,9986;30,656;6,6138;20;41,9899;9519;393;57,0263;0,0073;36;25;7,4757;2,8451;10;1;0;30,459;44,919;29,833;61,239;50,772;7324086;3,2031;10,4506;1
25/02/2010 00:00;AMZN US Equity;0,1822;13,6285;0,000027584;0,000685507;0,002310872;0,004464139;0,006910168;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,108;1,0587;0,0577;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9805;10,3175;10,6533;29,4509;7,0208;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;348,928;4,306;117,1213;0;2,1933;7,4275;5,6215;20,7585;1976;59726,88;0,8514;222,827;-5973;-1,8144;-3,9348;4,034;0;56,3023;58,2266;118,2;118,18;56,3023;118,34;118,2;115,85;118,19;0;118,17;15,7525;33,8113;55,0723;17,7889;2,0944;13,0452;9535889;0,9986;31,332;6,6138;20;41,9899;9519;393;56,3023;0,0073;36;25;7,4757;2,8451;10;1;0;28,712;44,924;29,58;60,879;50,812;9513404;3,2031;10,4506;1
26/02/2010 00:00;AMZN US Equity;0,188;13,6285;0,000027505;0,000684451;0,002308442;0,00446043;0,006905525;4,306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,108;1,0593;0,0577;2;-137;19,0511;0,8645;0,5437;2610;2473;1,9785;10,3368;10,6638;29,4442;7,0521;1,3304;0,0075;384;588;73,5;6,1771;59,5;53753,88;348,931;4,306;118,3775;0;2,1933;7,4275;5,612;20,7585;1976;59726,88;0,8514;223,204;-5973;-1,8144;-3,9348;4,034;0;56,3976;58,3251;118,37;118,27;56,3976;119,43;118,4;117;118,32;0;117,88;15,7792;33,8685;55,1655;17,819;2,098;13,0673;5721864;0,9986;31,066;6,6138;20;41,9899;9519;393;56,3976;0,0073;36;25;7,4757;2,8451;10;1;0;28,765;44,837;29,422;60,76;50,788;5663783;3,2031;10,4506;0
